Price,Condominium,FloorSize,NumberOfBedrooms,NumberOfBathrooms,ParkingSpaces,IPTU,Address,Title,Link,Publisher,ItemID,UnitTypes
2300.0,800.0,115.0,2,2,1,154.0,"Gutierrez, Minas Gerais","Apartamento para aluguel, 2 quartos, 1 suíte, 1 vaga, Gutierrez - Belo Horizonte/MG",/imovel/aluguel-apartamento-2-quartos-com-academia-gutierrez-belo-horizonte-mg-115m2-id-2558870857/,MARCA IMÓVEIS | ALUGUEL DESCOMPLICADO,2558870857,['APARTMENT']
2350.0,35.0,120.0,0,2,2,0.0,"Rua Maria Beatriz, Havaí, Minas Gerais","Loja para alugar, 120 m² por R$ 2.350,00/mês - Havaí - Belo Horizonte/MG",/imovel/aluguel-loja-salao-havai-belo-horizonte-mg-120m2-id-2557942061/,VIA NOBRE ALUGUEL,2557942061,['BUSINESS']
2800.0,500.0,100.0,3,2,1,200.0,"Rua Boa Esperança, Sion, Minas Gerais","Apartamento para Aluguel - Sion, 3 Quartos, 100 m2",/imovel/aluguel-apartamento-3-quartos-mobiliado-sion-belo-horizonte-mg-100m2-id-2558820909/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558820909,['APARTMENT']
600.0,432.0,35.0,0,1,0,102.0,"Avenida Augusto de Lima, Barro Preto, Minas Gerais","Sala(s) para aluguel, Barro Preto - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-barro-preto-belo-horizonte-mg-35m2-id-2558849149/,Anuar Donato Consultoria Imobiliária,2558849149,['OFFICE']
1900.0,300.0,100.0,3,3,2,194.0,"Santa Cruz, Minas Gerais","Área privativa para aluguel, 3 quartos, 1 suíte, 2 vagas, Santa Cruz - Belo Horizonte/MG",/imovel/aluguel-apartamento-3-quartos-santa-cruz-belo-horizonte-mg-100m2-id-2558909191/,LIDERAR IMOVEIS,2558909191,['APARTMENT']
2700.0,180.0,80.0,2,2,2,72.0,"Cachoeirinha, Minas Gerais","Cobertura para aluguel, 2 quartos, 1 suíte, 2 vagas, Cachoeirinha - Belo Horizonte/MG",/imovel/aluguel-cobertura-2-quartos-cachoeirinha-belo-horizonte-mg-80m2-id-2558488608/,MARCA IMÓVEIS | ALUGUEL DESCOMPLICADO,2558488608,['PENTHOUSE']
3500.0,630.0,70.0,0,0,2,220.0,"Rua Desembargador Jorge Fontana, Belvedere, Minas Gerais","Sala para alugar, 70 m² por R$ 3.500,00/mês - Belvedere - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-belvedere-belo-horizonte-mg-70m2-id-2558666363/,BIHAIN NEGOCIOS IMOBILIARIOS,2558666363,['OFFICE']
1332.0,337.0,40.0,0,1,0,0.0,"Rua Soter Ramos Couto, Buritis, Minas Gerais","Sala, 40 m² - venda por R$ 290.664,00 ou aluguel por R$ 1.332,00/mês - Buritis - Belo Horizonte/MG",/imovel/venda-conjunto-comercial-sala-buritis-belo-horizonte-mg-40m2-id-2558664241/,BIHAIN NEGOCIOS IMOBILIARIOS,2558664241,['OFFICE']
2800.0,893.0,105.0,0,1,2,333.0,"Rua Hidra, Santa Lúcia, Minas Gerais","Sala(s) para aluguel, 2 vagas, Santa Lúcia - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-santa-lucia-belo-horizonte-mg-105m2-id-2558849429/,Anuar Donato Consultoria Imobiliária,2558849429,['OFFICE']
1600.0,0.0,26.0,0,1,0,123.0,"Rua Tenente Garro, Santa Efigênia, Minas Gerais","Loja para alugar, 26 m² por R$ 1.600,00/mês - Santa Efigênia - Belo Horizonte/MG",/imovel/aluguel-loja-salao-santa-efigenia-belo-horizonte-mg-26m2-id-2558663919/,BIHAIN NEGOCIOS IMOBILIARIOS,2558663919,['BUSINESS']
2700.0,0.0,330.0,1,3,2,599.0,"Jardim América, Minas Gerais",Belo Horizonte - Loja/Salão - Jardim América,/imovel/aluguel-loja-salao-1-quarto-com-jardim-jardim-america-belo-horizonte-mg-330m2-id-2558772908/,Imobiliária Bom Destino Ltda-EPP,2558772908,['BUSINESS']
3400.0,877.0,250.0,4,3,2,2232.0,"Rua Henrique Burnier, Grajaú, Minas Gerais","Cobertura para aluguel, 4 quartos, 1 suíte, 2 vagas, Grajaú - Belo Horizonte/MG",/imovel/aluguel-cobertura-4-quartos-com-salao-de-festas-grajau-belo-horizonte-mg-250m2-id-2558915978/,Real Locação e Venda de Imóveis,2558915978,['PENTHOUSE']
1400.0,616.0,38.0,0,0,60,208.0,"Avenida Doutor Cristiano Guimarães, Planalto, Minas Gerais","Sala para aluguel, 60 vagas, PLANALTO - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-seguranca-interna-planalto-belo-horizonte-mg-38m2-id-2558866358/,Zca-Zags Consultoria e Administração Imobiliária Ltda,2558866358,['OFFICE']
2500.0,543.0,39.0,0,1,1,260.0,"Avenida Afonso Pena, Serra, Minas Gerais","Sala(s) para aluguel, 1 vaga, Serra - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-seguranca-interna-serra-belo-horizonte-mg-39m2-id-2558847600/,Anuar Donato Consultoria Imobiliária,2558847600,['OFFICE']
1600.0,1191.0,143.0,0,3,0,325.0,"Avenida Afonso Pena, Centro, Minas Gerais","Sala para alugar, 143 m² por R$ 1.600,00/mês - Centro - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-cozinha-centro-belo-horizonte-mg-143m2-id-2557943240/,VIA NOBRE ALUGUEL,2557943240,['OFFICE']
800.0,120.0,21.0,0,0,0,101.0,"Sion, Minas Gerais","Sala para aluguel, Sion - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-cozinha-sion-belo-horizonte-mg-21m2-id-2552065260/,LAR IMÓVEIS LOCAÇÃO,2552065260,['OFFICE']
9000.0,0.0,400.0,1,3,2,1119.0,"Carmo, Minas Gerais","Casa para aluguel, 1 quarto, 2 vagas, Carmo - Belo Horizonte/MG",/imovel/aluguel-casa-1-quarto-carmo-belo-horizonte-mg-400m2-id-2552064334/,LAR IMÓVEIS LOCAÇÃO,2552064334,['HOME']
9500.0,0.0,314.0,4,2,6,4587.0,"Itapoã, Minas Gerais","Casa para aluguel, 4 quartos, 1 suíte, 6 vagas, Itapoã - Belo Horizonte/MG",/imovel/aluguel-casa-4-quartos-com-churrasqueira-itapoa-belo-horizonte-mg-314m2-id-2556169511/,LAR IMÓVEIS LOCAÇÃO,2556169511,['HOME']
7500.0,0.0,360.0,5,3,6,880.0,"Rua Aníbal Teotônio, Palmeiras, Minas Gerais",Alugue sem fiador - Excelente casa no Palmeiras,/imovel/aluguel-casa-5-quartos-com-churrasqueira-palmeiras-belo-horizonte-mg-360m2-id-2556167817/,SOGNO IMOVEIS ALUGUEL,2556167817,['HOME']
1600.0,0.0,120.0,3,2,1,60.0,"Rua Juramento, Jonas Veiga, Minas Gerais",Casa com 3 dormitórios para alugar em Belo Horizonte,/imovel/aluguel-casa-3-quartos-jonas-veiga-belo-horizonte-mg-120m2-id-2558706132/,INOVA PLATAFORMA DE INTEGRACAO,2558706132,['HOME']
1400.0,0.0,87.0,3,2,2,77.0,"Vista Alegre, Minas Gerais",Belo Horizonte - Casa Padrão - Vista Alegre,/imovel/aluguel-casa-3-quartos-vista-alegre-belo-horizonte-mg-87m2-id-2558275647/,Suzana Sartori Relações Imobiliárias,2558275647,['HOME']
1800.0,0.0,90.0,3,3,3,300.0,"Rua Coronel José de Castro, Santa Cruz, Minas Gerais",Casa estilo colonial,/imovel/aluguel-casa-3-quartos-com-interfone-santa-cruz-belo-horizonte-mg-90m2-id-2558262284/,UNIAO CORRETORA DE IMOVEIS LTDA,2558262284,['HOME']
1450.0,0.0,182.0,2,1,3,86.0,"Juliana, Minas Gerais","Casa para aluguel, 2 quartos, 3 vagas, Juliana - Belo Horizonte/MG",/imovel/aluguel-casa-2-quartos-juliana-belo-horizonte-mg-182m2-id-2558346761/,LIDERAR IMOVEIS,2558346761,['HOME']
1290.0,0.0,120.0,3,2,1,0.0,"Rua Radialista Pena Fausto, Céu Azul, Minas Gerais","Casa para Aluguel - Céu Azul, 3 Quartos, 120 m2",/imovel/aluguel-casa-3-quartos-ceu-azul-belo-horizonte-mg-120m2-id-2558823575/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558823575,['HOME']
1500.0,0.0,100.0,2,1,1,92.0,"Dom Bosco, Minas Gerais","Casa com 2 dormitórios para alugar, 100 m² por R$ 1.500,00/mês - Dom Bosco - Belo Horizonte/MG",/imovel/aluguel-casa-2-quartos-com-cozinha-dom-bosco-belo-horizonte-mg-100m2-id-2558648951/,PREDIAL MINAS LTDA,2558648951,['HOME']
2500.0,0.0,180.0,3,2,4,506.0,"Rua Sebastião Salvador Correia, Braúnas, Minas Gerais","Casa para aluguel, 3 quartos, 1 suíte, 4 vagas, Braúnas - Belo Horizonte/MG",/imovel/aluguel-casa-3-quartos-braunas-belo-horizonte-mg-180m2-id-2558919799/,Campos Guimarães Imóveis - Unidade Alipio de Melo,2558919799,['HOME']
2300.0,0.0,120.0,3,2,2,0.0,"Rua Santos Anjos, São Gabriel, Minas Gerais","Casa com 3 dormitórios para alugar, 120 m² por R$ 2.300,00/mês - São Gabriel - Belo Horizonte/MG",/imovel/aluguel-casa-3-quartos-com-cozinha-sao-gabriel-belo-horizonte-mg-120m2-id-2558876560/,GF Imóveis,2558876560,['HOME']
2000.0,0.0,110.0,3,3,2,196.0,"Rua Maracajá, Bom Jesus, Minas Gerais",Belo Horizonte - Casa Padrão - Bom Jesus,/imovel/aluguel-casa-3-quartos-bom-jesus-belo-horizonte-mg-110m2-id-2556551913/,Minas Lar Corretora de Imóveis Ltda ME,2556551913,['HOME']
2500.0,0.0,120.0,3,2,2,300.0,"Rua Itapetinga, Cachoeirinha, Minas Gerais",Excelente casa para alugar com 03 quartos em Cachoeirinha.,/imovel/aluguel-casa-3-quartos-com-interfone-cachoeirinha-belo-horizonte-mg-120m2-id-2558264362/,UNIAO CORRETORA DE IMOVEIS LTDA,2558264362,['HOME']
2500.0,0.0,220.0,3,1,2,189.0,"Rua Marataízes, Dom Bosco, Minas Gerais",EXCELENTE IMÓVEL TOTALMENTE INDEPENDENTE,/imovel/aluguel-casa-3-quartos-dom-bosco-belo-horizonte-mg-220m2-id-2558920967/,Campos Guimarães Imóveis - Unidade Alipio de Melo,2558920967,['HOME']
1500.0,0.0,100.0,3,2,2,69.0,"Rua dos Xerentes, Santa Mônica, Minas Gerais","Casa com 3 dormitórios para alugar, 100 m² por R$ 1.500,00/mês - Santa Mônica - Belo Horizonte/MG",/imovel/aluguel-casa-3-quartos-com-area-de-servico-santa-monica-belo-horizonte-mg-100m2-id-2557838841/,Smart Imoveis,2557838841,['HOME']
2000.0,0.0,223.0,3,3,2,133.0,"Rua Paschoal de Abreu, Jaqueline, Minas Gerais","Casa para Aluguel - Jaqueline, 3 Quartos, 223 m2",/imovel/aluguel-casa-3-quartos-jaqueline-belo-horizonte-mg-223m2-id-2558651304/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558651304,['HOME']
2000.0,0.0,146.0,3,1,3,102.0,"Rua Antônio Augusto Ferreira, Eymard, Minas Gerais","Casa com 3 quartos, quintal, 146 m² - aluguel por R$ 2.000/mês - Eymard - Belo Horizonte/MG",/imovel/aluguel-casa-3-quartos-com-cozinha-eymard-belo-horizonte-mg-146m2-id-2557942066/,VIA NOBRE ALUGUEL,2557942066,['HOME']
1000.0,0.0,40.0,2,1,4,67.0,"Rua Cheflera, Etelvina Carneiro, Minas Gerais","Casa para Aluguel - Etelvina Carneiro, 2 Quartos, 40 m2",/imovel/aluguel-casa-2-quartos-com-espaco-gourmet-etelvina-carneiro-belo-horizonte-mg-40m2-id-2558822339/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558822339,['HOME']
1150.0,0.0,97.0,2,1,1,75.0,"Rua Radialista Pena Fausto, Céu Azul, Minas Gerais","Casa para Aluguel - Céu Azul, 2 Quartos, 97 m2",/imovel/aluguel-casa-2-quartos-com-espaco-gourmet-ceu-azul-belo-horizonte-mg-97m2-id-2558920784/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558920784,['HOME']
1700.0,0.0,116.0,3,2,2,0.0,"Rua Lírios-do-campo, Etelvina Carneiro, Minas Gerais",Casa Colonial para alugar Etelvina Carneiro Belo Horizonte,/imovel/aluguel-casa-3-quartos-com-seguranca-interna-etelvina-carneiro-belo-horizonte-mg-116m2-id-2559088070/,ALEXSANDRA FIALHO DE ASSIS,2559088070,['HOME']
3600.0,0.0,110.0,4,3,3,0.0,"Buritis, Minas Gerais",Belo Horizonte - Casa Padrão - Buritis,/imovel/aluguel-casa-4-quartos-com-armario-de-cozinha-buritis-belo-horizonte-mg-110m2-id-2558794531/,PACTO IMOBILIARIA EIRELI,2558794531,['HOME']
2407.0,0.0,150.0,4,2,1,150.0,"Rua Oswaldo Braga, Santa Amélia, Minas Gerais","Casa para Aluguel - Santa Amélia, 4 Quartos, 150 m2",/imovel/aluguel-casa-4-quartos-santa-amelia-belo-horizonte-mg-150m2-id-2558047690/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558047690,['HOME']
1000.0,0.0,70.0,2,1,0,0.0,"Rua Juiz de Fora, Barro Preto, Minas Gerais","Casa para aluguel, 2 quartos, Barro Preto - Belo Horizonte/MG",/imovel/aluguel-casa-2-quartos-com-cozinha-barro-preto-belo-horizonte-mg-70m2-id-2558918111/,Campos Guimarães Imóveis - Unidade Lourdes,2558918111,['HOME']
2400.0,0.0,165.0,3,2,2,130.0,"Rua Fernandópolis, Piratininga Venda Nova, Minas Gerais","Casa para Aluguel - Piratininga, 3 Quartos, 165 m2",/imovel/aluguel-casa-3-quartos-com-churrasqueira-piratininga-venda-nova-belo-horizonte-mg-165m2-id-2557693024/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2557693024,['HOME']
9500.0,0.0,220.0,6,5,8,439.0,"Avenida Abílio Machado, Glória, Minas Gerais",Casa para aluguel 6 quartos 1 suíte 8 vagas - Glória,/imovel/aluguel-casa-6-quartos-com-churrasqueira-gloria-belo-horizonte-mg-220m2-id-2556830851/,Luiz Renato Imóveis,2556830851,['HOME']
5175.0,0.0,226.0,5,5,3,140.0,"Rua Waldemar Falcão, Planalto, Minas Gerais","Casa para Aluguel - Planalto, 5 Quartos, 226 m2",/imovel/aluguel-casa-5-quartos-com-ar-condicionado-planalto-belo-horizonte-mg-226m2-id-2547469407/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2547469407,['HOME']
5500.0,0.0,448.0,6,2,12,246.0,"Rua Professor José Carvalho Lopes, Planalto, Minas Gerais",Maravilhosa casa em terreno de 600m² com dois pavimentos.,/imovel/aluguel-casa-6-quartos-com-churrasqueira-planalto-belo-horizonte-mg-448m2-id-2539251005/,Exclusiva Imobiliária BH,2539251005,['HOME']
2500.0,0.0,180.0,3,2,4,154.0,"Rua Capitão Gustavo Murgel, Caiçaras, Minas Gerais",Casa com 3 dormitórios para alugar em Belo Horizonte,/imovel/aluguel-casa-3-quartos-caicaras-belo-horizonte-mg-180m2-id-2558911761/,INOVA PLATAFORMA DE INTEGRACAO,2558911761,['HOME']
3500.0,0.0,180.0,3,2,4,50.0,"Rua Júlia Lina, Alípio de Melo, Minas Gerais",Casa para aluguel possui 180 m² quadrados com 3 quartos em Glória - Belo Horizonte - MG,/imovel/aluguel-casa-3-quartos-com-infraestrutura-internet-alipio-de-melo-belo-horizonte-mg-180m2-id-2555387264/,IDEALLY,2555387264,['HOME']
1200.0,0.0,50.0,2,1,1,25.0,"Rua Barão do Indaiá, Itatiaia, Minas Gerais","Casa para Aluguel - Itatiaia, 2 Quartos, 50 m2",/imovel/aluguel-casa-2-quartos-com-espaco-gourmet-itatiaia-belo-horizonte-mg-50m2-id-2558531891/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558531891,['HOME']
2000.0,0.0,90.0,4,2,2,130.0,"Santa Mônica, Minas Gerais","CASA PADRÃO COM 4 QUARTOS, 1 SUÍTE E OTIMA LOCALIZAÇÃO, PARA ALUGAR NO BAIRRO SANTA MÔNICA",/imovel/aluguel-casa-4-quartos-com-sala-de-jantar-santa-monica-belo-horizonte-mg-90m2-id-2557367060/,Imobee,2557367060,['HOME']
2000.0,0.0,67.0,2,1,1,90.0,"Rua Miramar, Jaraguá, Minas Gerais",Casa para aluguel com 67 metros quadrados com 2 quartos em Jaraguá - Belo Horizonte - MG,/imovel/aluguel-casa-2-quartos-jaragua-belo-horizonte-mg-67m2-id-2558033885/,VALENCE IMOVEIS LTDA ME,2558033885,['HOME']
3303.0,0.0,360.0,4,4,4,230.0,"Rua Antônio de Noronha, Nova Cachoeirinha, Minas Gerais","Casa para Aluguel - Nova Cachoeirinha, 4 Quartos, 360 m2",/imovel/aluguel-casa-4-quartos-nova-cachoeirinha-belo-horizonte-mg-360m2-id-2558829506/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558829506,['HOME']
2600.0,0.0,110.0,2,1,3,154.0,"Padre Eustáquio, Minas Gerais",Locação Casa Padre Eustáquio Belo Horizonte,/imovel/aluguel-casa-2-quartos-com-interfone-padre-eustaquio-belo-horizonte-mg-110m2-id-2557790472/,FABRICIO PIMENTA IMOVEIS LTDA,2557790472,['HOME']
2500.0,0.0,120.0,3,2,2,0.0,"Rua Itapetinga, Cachoeirinha, Minas Gerais",Casa com 3 dormitórios para alugar em Belo Horizonte,/imovel/aluguel-casa-3-quartos-cachoeirinha-belo-horizonte-mg-120m2-id-2557159877/,INOVA PLATAFORMA DE INTEGRACAO,2557159877,['HOME']
1800.0,0.0,100.0,3,2,2,143.0,"Rua Lignito, Santa Efigênia, Minas Gerais",Casa para aluguel tem 100 metros quadrados com 3 quartos em Santa Efigênia - Belo Horizonte - MG,/imovel/aluguel-casa-3-quartos-com-area-de-servico-santa-efigenia-belo-horizonte-mg-100m2-id-2557336603/,GTV Imóveis,2557336603,['HOME']
1250.0,120.0,70.0,2,1,1,60.0,"Santa Terezinha, Minas Gerais",Belo Horizonte - Casa Padrão - Santa Terezinha,/imovel/aluguel-casa-2-quartos-com-interfone-santa-terezinha-belo-horizonte-mg-70m2-id-2558841602/,ALTA MORADA IMOVEIS,2558841602,['HOME']
1700.0,0.0,360.0,3,3,0,116.0,"Horto Florestal, Minas Gerais","Casa para aluguel, 3 quartos, 2 suítes, Horto Florestal - Belo Horizonte/MG",/imovel/aluguel-casa-3-quartos-com-varanda-horto-florestal-belo-horizonte-mg-360m2-id-2558907479/,LIDERAR IMOVEIS,2558907479,['HOME']
2200.0,0.0,120.0,2,1,2,35.0,"Havaí, Minas Gerais",Belo Horizonte - Casa Padrão - Havaí,/imovel/aluguel-casa-2-quartos-com-interfone-havai-belo-horizonte-mg-120m2-id-2551101021/,Prado Imóveis Ltda,2551101021,['HOME']
1500.0,50.0,81.0,3,1,2,99.0,"Rua dos Xerentes, Santa Mônica, Minas Gerais",Ótima Casa Geminada com entrada Coletiva Santa Mônica - Belo Horizonte - MG,/imovel/aluguel-casa-3-quartos-santa-monica-belo-horizonte-mg-81m2-id-2558370264/,NOSSO LAR IMOVEIS LTDA ME,2558370264,['HOME']
1500.0,0.0,140.0,3,1,2,92.0,"Campo Alegre, Minas Gerais","Excelente Casa Independente, com 3 Quartos em uma Ótima Localização.",/imovel/venda-casa-3-quartos-com-cozinha-campo-alegre-belo-horizonte-mg-140m2-id-2558675439/,IMOBILIÁRIA TEMPONI,2558675439,['HOME']
12000.0,0.0,410.0,5,5,4,1820.0,"Alameda do Ipê Amarelo, São Luíz, Minas Gerais",linda casa estilo rustico,/imovel/aluguel-casa-5-quartos-com-churrasqueira-sao-luiz-belo-horizonte-mg-410m2-id-2558790321/,Imobiliária Lopes Ferraz,2558790321,['HOME']
2000.0,0.0,200.0,3,1,6,0.0,"Rua Luiz Zito Ferreira, Olaria, Minas Gerais","Casa para aluguel, 3 quartos, 6 vagas, Olaria - Belo horizonte/MG",/imovel/aluguel-casa-3-quartos-olaria-belo-horizonte-mg-200m2-id-2558904103/,Malta Imóveis,2558904103,['HOME']
1300.0,0.0,60.0,2,1,2,67.0,"Rua Valão, Coqueiros, Minas Gerais",Casa Coqueiros 2 quartos e duas vagas,/imovel/aluguel-casa-2-quartos-coqueiros-belo-horizonte-mg-60m2-id-2554903701/,Imobiliária São Salvador,2554903701,['HOME']
2000.0,0.0,150.0,4,2,1,190.0,"Havaí, Minas Gerais",BELO HORIZONTE - Casa Padrão - Havaí,/imovel/aluguel-casa-4-quartos-com-area-de-servico-havai-belo-horizonte-mg-150m2-id-2557836748/,Modelo Imóvel Ltda ME,2557836748,['HOME']
2500.0,0.0,240.0,3,2,5,70.0,"Rua Pedro Leopoldo, Bonfim, Minas Gerais","Casa para Aluguel - Bonfim, 3 Quartos, 240 m2",/imovel/aluguel-casa-3-quartos-com-churrasqueira-bonfim-belo-horizonte-mg-240m2-id-2559086678/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2559086678,['HOME']
2500.0,0.0,150.0,2,2,3,224.0,"Rua Oswaldo Braga, Santa Mônica, Minas Gerais",Casa com 150m² e 2 quartos,/imovel/aluguel-casa-2-quartos-com-area-de-servico-santa-monica-belo-horizonte-mg-150m2-id-2557431799/,LOCKEY,2557431799,['HOME']
1200.0,0.0,100.0,2,2,1,0.0,"Rua São Sebastião do Maranhão, Parque Leblon, Minas Gerais",Aluguel Residential / Home Belo Horizonte MG,/imovel/aluguel-casa-2-quartos-parque-leblon-belo-horizonte-mg-100m2-id-2558872547/,Marques e Rodrigues Consultoria Imobiliaria,2558872547,['HOME']
9000.0,0.0,275.0,7,4,3,2734.0,"Santa Efigênia, Minas Gerais","Casa para aluguel, 7 quartos, 1 suíte, 3 vagas, Santa Efigênia - Belo Horizonte/MG",/imovel/aluguel-casa-7-quartos-santa-efigenia-belo-horizonte-mg-275m2-id-2552064090/,LAR IMÓVEIS LOCAÇÃO,2552064090,['HOME']
15000.0,0.0,304.0,5,4,4,644.0,"Barro Preto, Minas Gerais","Casa para aluguel, 5 quartos, 4 vagas, Barro Preto - Belo Horizonte/MG",/imovel/aluguel-casa-5-quartos-barro-preto-belo-horizonte-mg-304m2-id-2552065053/,LAR IMÓVEIS LOCAÇÃO,2552065053,['HOME']
1600.0,0.0,338.0,2,1,2,225.0,"Jardim América, Minas Gerais","Casa para aluguel, 2 quartos, 2 vagas, Jardim América - Belo Horizonte/MG",/imovel/aluguel-casa-2-quartos-jardim-america-belo-horizonte-mg-338m2-id-2556170523/,LAR IMÓVEIS LOCAÇÃO,2556170523,['HOME']
1200.0,0.0,90.0,2,1,1,60.0,"Rua Coronel Alberto Gomes, Penha, Minas Gerais",Casa para aluguel com 90 metros quadrados com 2 quartos em Penha - Belo Horizonte - MG,/imovel/aluguel-casa-2-quartos-penha-belo-horizonte-mg-90m2-id-2557917542/,Souza e Alves Empreendimentos Imobiliários,2557917542,['HOME']
5500.0,0.0,450.0,4,6,6,291.0,"Rua Quênia, Canaã, Minas Gerais","Casa para Aluguel - Canaã, 4 Quartos, 450 m2",/imovel/aluguel-casa-4-quartos-com-ar-condicionado-canaa-belo-horizonte-mg-450m2-id-2558846195/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558846195,['HOME']
1260.0,0.0,100.0,2,1,0,170.0,"Rua Cuiabá, Prado, Minas Gerais","Casa para Aluguel - Prado, 2 Quartos, 100 m2",/imovel/aluguel-casa-2-quartos-prado-belo-horizonte-mg-100m2-id-2558531569/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558531569,['HOME']
800.0,0.0,60.0,2,1,1,0.0,"Parque Leblon, Minas Gerais",BELO HORIZONTE - Casa Padrão - Parque Leblon,/imovel/aluguel-casa-2-quartos-parque-leblon-belo-horizonte-mg-60m2-id-2558819999/,GMG Imóveis,2558819999,['HOME']
3500.0,0.0,120.0,3,2,3,83.0,"Rua Alair Marques Rodrigues, Santa Amélia, Minas Gerais","Casa para Aluguel - Santa Amélia, 3 Quartos, 120 m2",/imovel/aluguel-casa-3-quartos-com-espaco-gourmet-santa-amelia-belo-horizonte-mg-120m2-id-2557613677/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2557613677,['HOME']
1800.0,0.0,75.0,3,1,2,88.0,"Rua Costa Monteiro, Sagrada Família, Minas Gerais","Casa para aluguel, 3 quartos, 1 suíte, 2 vagas, Sagrada Família - Belo Horizonte/MG",/imovel/aluguel-casa-3-quartos-sagrada-familia-belo-horizonte-mg-75m2-id-2558307063/,Utilbrás Imóveis - Aluguel,2558307063,['HOME']
1200.0,0.0,70.0,3,1,1,75.0,"Avenida Catulo da Paixão Cearense, Industrias I Barreiro, Minas Gerais","Casa para aluguel, 3 quartos, 1 vaga, Indústrias I - Belo Horizonte/MG",/imovel/aluguel-casa-3-quartos-industrias-i-barreiro-belo-horizonte-mg-70m2-id-2558919498/,Campos Guimarães Imóveis - Unidade Barreiro,2558919498,['HOME']
3000.0,0.0,360.0,3,3,8,208.0,"Rua das Dracenas, Lindeia Barreiro, Minas Gerais","Casa para Aluguel - Lindéian, 3 Quartos, 360 m2",/imovel/aluguel-casa-3-quartos-lindeia-barreiro-belo-horizonte-mg-360m2-id-2558822337/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558822337,['HOME']
1970.0,0.0,106.0,2,1,2,120.0,"Rua Antônio Paulino de Castro, Jaraguá, Minas Gerais","Casa para Aluguel - Jaraguá, 2 Quartos, 106 m2",/imovel/aluguel-casa-2-quartos-jaragua-belo-horizonte-mg-106m2-id-2556674575/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2556674575,['HOME']
1539.0,0.0,40.0,2,1,1,40.0,"Rua Barroso Neto, Havaí, Minas Gerais","Casa com 2 quartos e quintal para alugar, 80 m² por R$ 1.539/mês",/imovel/aluguel-casa-2-quartos-com-area-de-servico-havai-belo-horizonte-mg-40m2-id-2557940804/,VIA NOBRE ALUGUEL,2557940804,['HOME']
1250.0,0.0,60.0,2,1,1,40.0,"Rua Belozina Avelar Zoroastro, Heliópolis, Minas Gerais",Casa geminada com 2 dormitórios para alugar em Belo Horizonte,/imovel/aluguel-casa-2-quartos-heliopolis-belo-horizonte-mg-60m2-id-2558009378/,INOVA PLATAFORMA DE INTEGRACAO,2558009378,['HOME']
1000.0,25.0,60.0,2,2,1,400.0,"Rua Santos, Jardim América, Minas Gerais",Casa - 2 quartos - Jardim América,/imovel/aluguel-casa-2-quartos-jardim-america-belo-horizonte-mg-60m2-id-2558365084/,Gomerci Fernandes de Rezende Lara,2558365084,['HOME']
2600.0,0.0,120.0,3,1,2,190.0,"Floresta, Minas Gerais","Casa para Locação em Belo Horizonte, Floresta, 3 dormitórios, 1 banheiro, 2 vagas",/imovel/aluguel-casa-3-quartos-com-cozinha-floresta-belo-horizonte-mg-120m2-id-2557800203/,Online Imóveis,2557800203,['HOME']
2150.0,1.0,140.0,3,2,0,1.0,"Minascaixa, Minas Gerais",CASA EM EXCELENTE LOCALIZAÇAO EM LOTE DE 250M² PARA VENDA OU LOCAÇAO NAO POSSUI HABITE-SE!!! CASA PA,/imovel/venda-casa-3-quartos-com-tv-a-cabo-minascaixa-belo-horizonte-mg-140m2-id-2557702177/,Líder Norte BH,2557702177,['HOME']
1400.0,0.0,80.0,3,2,1,94.0,"Rua dos Pica-paus, Vila Clóris, Minas Gerais","Casa Residencial para aluguel, 3 quartos, 1 suíte, 1 vaga, Vila Cloris - Belo Horizonte/MG",/imovel/aluguel-casa-3-quartos-vila-cloris-belo-horizonte-mg-80m2-id-2558467278/,ADIMÓVEISBH,2558467278,['HOME']
